COLDREX JUNIOR  COMPRIMATE FILMATE,COMBINATII,COMPR. FILM.,250mg/100mg/ 5mg,GLAXOSMITHKLINE CONSUMER HEALTHCARE - MAREA BRITANIE,"Cutie x 1 blist. PVC-LDPE-PVDC/Al x
8 compr. film. - 3 ani",OTC,N02BE51
COLDREX JUNIOR  COMPRIMATE FILMATE,COMBINATII,COMPR. FILM.,250mg/100mg/ 5mg,GLAXOSMITHKLINE CONSUMER HEALTHCARE - MAREA BRITANIE,"Cutie x 2 blist. PVC-LDPE-PVDC/Al x
8 compr. film. - 3 ani",OTC,N02BE51
COLDREX JUNIOR HOTREM,COMBINATII,PULB. PT. SUSP. ORALA,,GLAXOSMITHKLINE CONSUMER HEALTHCARE S.R.L. - ROMANIA,"Cutie x 5 plicuri x 3 g pulb. pt. susp.
orala - 3 ani",OTC,N02BE51
COLDREX JUNIOR HOTREM,COMBINATII,PULB. PT. SUSP. ORALA,,GLAXOSMITHKLINE CONSUMER HEALTHCARE S.R.L. - ROMANIA,"Cutie x 10 plicuri x 3 g pulb. pt. susp.
orala - 3 ani",OTC,N02BE51
COLDREX MAXGRIP LEMON,COMBINATII,PULB. PT. SUSP. ORALA,,GLAXOSMITHKLINE CONSUMER HEALTHCARE - MAREA BRITANIE,"Cutie x 5 plicuri x 6.427 g pulb. orala -
3 ani",OTC,N02BE51
COLDREX MAXGRIP LEMON,COMBINATII,PULB. PT. SUSP. ORALA,,GLAXOSMITHKLINE CONSUMER HEALTHCARE - MAREA BRITANIE,"Cutie x 10 plicuri x 6.427 g pulb. orala
- 3 ani",OTC,N02BE51
COLDREX NITE,COMBINATII,SIROP,,GLAXOSMITHKLINE CONSUMER HEALTHCARE - MAREA BRITANIE,"Cutie x 1 flac. din sticla bruna x 160 ml
sirop +masura dozatoare PP - 3 ani",OTC,N02BE51
COLDREX NITE,COMBINATII,SIROP,,GLAXOSMITHKLINE CONSUMER HEALTHCARE - MAREA BRITANIE,"Cutie x 1 flacon din sticla bruna x 100
ml + masura dozatoare PP - 3 ani",OTC,N02BE51
COLEBIL,COMBINATII,DRAJ.,,BIOFARM SA - ROMANIA,Cutie x 2 blist. x 10 draj. - 2 ani,OTC,A05AAN1
COLGATE PERIOGARD 0.2%,CHLORHEXIDINUM,APA DE GURA,0.20%,GABA GMBH - GERMANIA,"Cutie x 1 flac. din PET x 300 ml sol.
bucofaringiana - 3 ani",OTC,A01AB03
CONTRACEPT-M 18.9 mg,BENZALKONII CHLORIDUM,OVULE,18.9mg,MAGISTRA C&C S.R.L. - ROMANIA,"Cutie cu 2 folii termosudate din
PVC/PE x 5 ovule - 2 ani",OTC,G02BBN2
CONTRACTUBEX,COMBINATII,GEL,,MERZ PHARMACEUTICALS GMBH - GERMANIA,Cutie x 1 tub din Al x 20 g gel - 4 ani,OTC,C05BA53
CONTRACTUBEX,COMBINATII,GEL,,MERZ PHARMACEUTICALS GMBH - GERMANIA,Cutie x 1 tub din Al x 50 g gel - 4 ani,OTC,C05BA53
CONTROLOC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist. Al/Al x 7comp.gstrorez. -
3 ani",OTC,A02BC02
CONTROLOC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist. Al/Al x 14 comp.
gastrorez. - 3 ani",OTC,A02BC02
CONTROLOC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist.  Al/Al cu suport carton x 7
comp. gastrorez. - 3 ani",OTC,A02BC02
CONTROLOC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist. Al/Al cu suport carton x
14 comp. gastrorez. - 3 ani",OTC,A02BC02
CORNEREGEL®,DEXPANTHENOLUM,GEL OFT.,5%,"DR. GERHARD MANN
CHEM-PHARM. FABRIK GMBH -","Cutie x 1 tub Al. prevazut cu aplicator
x 5 g - 2 ani",OTC,S01XA12
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,,,
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie x 1 tub Al. prevazut cu aplicator
x 10 g - 2 ani",OTC,S01XA12
CORSODYL MINT MOUTHWASH,CHLORHEXIDINUM,APA DE GURA,0.2g/100ml,GLAXOSMITHKLINE CONSUMER HEALTHCARE - MAREA BRITANIE,"Flacon din  PE tereftalat x 300 ml marcat  in interior cu o linie pentru
masurarea volumului de 10 ml - 3 ani",OTC,A01AB03
CORYZALIA,HOMEOPATE,DRAJ.,,LAB. BOIRON - FRANTA,"Cutie x 2 blist. Al/PVC x 20 draj. - 5
ani",OTC,XRNIT
CROMALLERG 0.5 mg/40 mg/ ml,COMBINATII,PIC. OFT.. SOL,0.5mg/40mg/ml,ROMPHARM COMPANY S.R.L. - ROMANIA,"Cutie cu 1 flac. PEJD cu aplicator pt. picurare PEJD x 10 ml pic. oft.. sol. - 2
ani",OTC,S01GA52
CYCLO 3 FORT,COMBINATII,CAPS.,,PIERRE FABRE MEDICAMENT - FRANTA,"Cutie x 3 blist.
PVC-clorotrifluoretilen/Al x 10 caps. - 2 ani",OTC,C05CXN1
CYNARIX,PLANTE,DRAJ.,55mg,PHARMAZEUTISHCE FABRIK MONTAVIT GMBH - AUSTRIA,"Cutie x 2 blist. PVC-PVDC/Al x 12
drajeuri - 5 ani",OTC,A05AXN1
CYNARIX,PLANTE,DRAJ.,55mg,PHARMAZEUTISHCE FABRIK MONTAVIT GMBH - AUSTRIA,"Cutie x 5 blist. PVC-PVDC/Al x 12
drajeuri - 5 ani",OTC,A05AXN1
DALERON,PARACETAMOLUM,COMPR.,500mg,KRKA D.D. - SLOVENIA,"Cutie x 2 blist. Al/PVC x 6 compr. - 5
ani",OTC,N02BE01
DALERON COLD3®,COMBINATII,COMPR. FILM.,,KRKA D.D. - SLOVENIA,"Cutie x 1 blist. Al/PVC-PVDC x 12
compr film. - 4 ani",OTC,N02BE51
DALERON COLD3®,COMBINATII,COMPR. FILM.,,KRKA D.D. - SLOVENIA,"Cutie x 2 blist. Al/PVC-PVDC x 12
compr film. - 4 ani",OTC,N02BE51
DALERON®,PARACETAMOLUM,SUSP. ORALA,120mg/5ml,KRKA D.D. - SLOVENIA,"Cutie x 1 flacon din sticla de culoare bruna x 100 ml + 1 seringa pt. adm.
orala - 2 ani",OTC,N02BE01
DALERON® C,COMBINATII,"GRAN. PT. SOL.
ORALA",,KRKA D.D. - SLOVENIA,"Cutie x 10 plicuri hartie/Al-PE x 5 g
pulb. - 3 ani",OTC,N02BE51
DALERON® C JUNIOR,COMBINATII,"GRAN. PT. SOL.
ORALA",,KRKA D.D. - SLOVENIA,Cutie x 10 plicuri-Al/PE x 5 g - 3 ani,OTC,N02BE51
DEEP HEAT RUB,COMBINATII,CREMA,"12.8g/5.91g/1.9
7g/1.47g",THE WELLCOME FOUNDATION LTD. - MAREA BRITANIE,Cutie x 1 tub din Al x 15g crema - 3ani,OTC,M02ACN2
DEEP HEAT RUB,COMBINATII,CREMA,"12.8g/5.91g/1.9
7g/1.47g",THE WELLCOME FOUNDATION LTD. - MAREA BRITANIE,Cutie x 1 tub din Al x 35g crema - 3ani,OTC,M02ACN2
DEEP HEAT RUB,COMBINATII,CREMA,"12.8g/5.91g/1.9
7g/1.47g",THE WELLCOME FOUNDATION LTD. - MAREA BRITANIE,Cutie x 1 tub din Al x 67g crema - 3ani,OTC,M02ACN2
DEEP HEAT RUB,COMBINATII,CREMA,"12.8g/5.91g/1.9
7g/1.47g",THE WELLCOME FOUNDATION LTD. - MAREA BRITANIE,"Cutie x 1 tub din Al x 100g crema -
3ani",OTC,M02ACN2
DEEP RELIEF 50 mg/ 30 mg pe gram,COMBINATII,GEL,50mg/30mg/g,THE MENTOLATUM COMPANY LIMITED - MAREA BRITANIE,"Cutie x 1 tub Al inchis cu capac PEID
x 15g gel - 3 ani",OTC,M02AX10
DEEP RELIEF 50 mg/ 30 mg pe gram,COMBINATII,GEL,50mg/30mg/g,THE MENTOLATUM COMPANY LIMITED - MAREA BRITANIE,Cutie x 1 tub Al inchis cu capac PEID,OTC,M02AX10
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,x 30g gel - 3 ani,,
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie x 1 tub Al inchis cu capac PEID
x 50g gel - 3 ani",OTC,M02AX10
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie x 1 tub Al inchis cu capac PEID
x 100g gel - 3 ani",OTC,M02AX10
DEFEBRYL 500 mg,PARACETAMOLUM,COMPR.,500mg,BIO EEL SRL - ROMANIA,"Cutie x 2 blist. Al/PVC x 10 compr. - 2
ani",OTC,N02BE01
DENTINOX® - GEL N,DIVERSE,GEL GINGIVAL,,"DENTINOX GESELLSCHAFT FUR PH. PRÁP. LENK&SCHUPPAN -
GERMANIA",Cutie x 1 tub din Al. x 10 g - 5 ani; Dupa prima deschidere: 1 an,OTC,A01AD11
DERMATIN,CLOTRIMAZOLUM,PULB. CUT.,1%,"PHARCO IMPEX 93 S.R.L. -
ROMANIA",Cutie x 1 flac. x 10 g - 3 ani,OTC,D01AC01
DERMATIN,CLOTRIMAZOLUM,SOL. CUT.,,"PHARCO IMPEX 93 S.R.L. -
ROMANIA","Cutie x 1 flacon x 20 ml + picator - 3
ani",OTC,D01AC01
DERMAZIN® 1%,SULFADIAZINUM,CREMA,,"LEK PHARMACEUTICALS D.D. -
SLOVENIA",Cutie x 1 tub x 50 g - 3 ani,OTC,D06BA01
DERMOBACTER,COMBINATII,SOL. CUT.,,LAB. INNOTECH INT. - FRANTA,Cutie x 1 flacon PVC x 125 ml - 2 ani,OTC,D08AC52
DERMOBACTER,COMBINATII,SOL. CUT.,,LAB. INNOTECH INT. - FRANTA,Cutie x 1 flacon PVC x 300 ml - 2 ani,OTC,D08AC52
DERMODRIN,DIFENHIDRAMINUM,UNGUENT,20mg/g,PHARMAZEUTISHCE FABRIK MONTAVIT GMBH - AUSTRIA,"Cutie x 1 tub din Al x 20 g unguent - 5
ani",OTC,D04AA32
DERMODRIN,DIFENHIDRAMINUM,UNGUENT,20mg/g,PHARMAZEUTISHCE FABRIK MONTAVIT GMBH - AUSTRIA,"Cutie x 1 tub din Al x 50 g unguent - 5
ani",OTC,D04AA32
DERMODRIN,DIFENHIDRAMINUM,UNGUENT,20mg/g,PHARMAZEUTISHCE FABRIK MONTAVIT GMBH - AUSTRIA,"Cutie x 1 tub din Al x 100 g unguent -
5 ani",OTC/S,D04AA32
DETTOLMED 0.2%,BENZALKONII CHLORIDUM,"SPRAY
CUTANAT. SOL.",0.20%,"RECKITT BENCKISER (UK)
LIMITED - MAREA BRITANIE","Flac. PEID x 100 ml spray cutanat.
sol. - 2 ani",OTC,D08AJ01
DICARBOCALM,COMBINATII,COMPR. MAST.,,ZENTIVA S.A. - ROMANIA,"Cutie cu 2 blistere PVC/Al a câte 10
comprimate masticabile - 3 ani",OTC,A02AD01
DICARBOCALM,COMBINATII,COMPR. MAST.,,ZENTIVA S.A. - ROMANIA,"Cutie cu 3 blistere PVC/Al a câte 10
comprimate masticabile - 3 ani",OTC,A02AD01
DICARBOCALM CONTROL 20 mg,PANTOPRAZOLUM,COMPR. GASTROREZ.,20 mg,ZENTIVA S.A. - ROMANIA,"Cutie cu blist. OPA - Al PVC/Al a cate
7 compr. gastrorez. - 4 ani",OTC,A02BC02
DICARBOCALM CONTROL 20 mg,PANTOPRAZOLUM,COMPR. GASTROREZ.,20 mg,ZENTIVA S.A. - ROMANIA,"Cutie cu blist. OPA - Al PVC/Al a cate
14 compr. gastrorez. - 4 ani",OTC,A02BC02
DICARBOCALM CONTROL 20 mg,PANTOPRAZOLUM,COMPR. GASTROREZ.,20 mg,ZENTIVA S.A. - ROMANIA,"Cutie cu 1 flacon PEID cu capac PP cu desicant a cate 7 compr. gastrorez.
- 3 ani",OTC,A02BC02
DICARBOCALM CONTROL 20 mg,PANTOPRAZOLUM,COMPR. GASTROREZ.,20 mg,ZENTIVA S.A. - ROMANIA,"Cutie cu 1 flacon PEID cu capac PP
cu desicant a cate 14 compr.",OTC,A02BC02
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,gastrorez. - 3 ani,,
DICARBOCALM N,COMBINATII,COMPR. MAST.,,ZENTIVA A.S. - SLOVACIA,"Cutie x 2 blist. PVC-PVDC/Al x 10
compr. mast. - 2 ani",OTC,A02AD01
DICARBOCALM N,COMBINATII,COMPR. MAST.,,ZENTIVA A.S. - SLOVACIA,"Cutie x 4blist. PVC-PVDC/Al x 10
compr. mast. - 2 ani",OTC,A02AD01
DICLAC 50 mg/g,DICLOFENACUM,GEL,50mg/g,HEXAL AG - GERMANIA,Cutie x 1 tub din AL x 50 g gel - 3 ani,OTC,M02AA15
DICLAC 50 mg/g,DICLOFENACUM,GEL,50mg/g,HEXAL AG - GERMANIA,Cutie x 1 tub din AL x 100 g gel - 3 ani,OTC,M02AA15
DICLAC® 1%,DICLOFENACUM,GEL,1%,HEXAL AG - GERMANIA,Cutie x 1 tub din Al x 50 g - 3 ani,OTC,M02AA15
DICLAC® 1%,DICLOFENACUM,GEL,1%,HEXAL AG - GERMANIA,Cutie x 1 tub din Al x 100 g - 3 ani,OTC,M02AA15
DICLOFENAC CHIRMIS,DICLOFENACUM,GEL,10mg/g,CHIRMIS FARMIMPEX - ROMANIA,Cutie x 1 tub din PE x 50 g gel - 2 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10 mg/g,DICLOFENACUM,GEL,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie cu 1 tub Al x 25 g gel - 3 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10 mg/g,DICLOFENACUM,GEL,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie cu 1 tub Al x 45 g gel - 3 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10 mg/g,DICLOFENACUM,GEL,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie cu 1 tub Al x 100 g gel - 3 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10mg/g,DICLOFENACUM,CREMA,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub x 35 g - 2 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10mg/g,DICLOFENACUM,CREMA,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub x 50 g - 2 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10mg/g,DICLOFENACUM,CREMA,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub x 20 g - 2 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10mg/g,DICLOFENACUM,UNGUENT,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub Al x 20 g unguent - 3 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10mg/g,DICLOFENACUM,UNGUENT,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub Al x 35 g unguent - 3 ani,OTC,M02AA15
DICLOFENAC FITERMAN 10mg/g,DICLOFENACUM,UNGUENT,,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub Al x 50 g unguent - 3 ani,OTC,M02AA15
DICLOFENAC HYPERION 10mg/g,DICLOFENACUM,CREMA,,HYPERION S.A. - ROMANIA,"Cutie x 1 tub din Al x 25 g crema - 3
ani",OTC,M02AA15
DICLOFENAC MCC 10 mg/g,DICLOFENACUM,GEL,,MAGISTRA C&C SRL - ROMANIA,Cutie cu 1 tub din Al x 20 g gel - 2 ani,OTC,M02AA15
DICLOFENAC MCC 10 mg/g,DICLOFENACUM,GEL,,MAGISTRA C&C SRL - ROMANIA,Cutie cu 1 tub din Al x 40 g gel - 2 ani,OTC,M02AA15
DICLOFENAC MCC 50 mg/g,DICLOFENACUM,GEL,50mg/g,MAGISTRA C&C SRL - ROMANIA,Cutie cu 1 tub din Al x 20 g gel - 2 ani,OTC,M02AA15
DICLOFENAC MCC 50 mg/g,DICLOFENACUM,GEL,50mg/g,MAGISTRA C&C SRL - ROMANIA,Cutie cu 1 tub din Al x 40 g gel - 2 ani,OTC,M02AA15
DICLOFENAC OZONE 10 mg/g,DICLOFENACUM,GEL,10mg/g,"OZONE LABORATORIES PHARMA
S.A. - ROMANIA",Cutie cu 1 tub din Al x 45 g gel - 2 ani,OTC,M02AA15
DICLOFENAC TERAPIA 10 mg/g,DICLOFENACUM,CREMA,,TERAPIA S.A. - ROMANIA,"Cutie cu 1 tub din Al x 30 g crema - 2
ani",OTC,M02AA15
DICLOFENAC TERAPIA 10 mg/g,DICLOFENACUM,CREMA,,TERAPIA S.A. - ROMANIA,"Cutie cu 1 tub din Al x 50 g crema - 2
ani",OTC,M02AA15
DICLOFENAC TERAPIA 10mg/g,DICLOFENACUM,GEL,,TERAPIA SA - ROMANIA,Cutie cu 1 tub din Al x 45 g gel - 2 ani,OTC,M02AA15
DICLOFENAC TERAPIA 50 mg/g,DICLOFENACUM,GEL,50mg/g,TERAPIA S.A. - ROMANIA,Cutie cu 1 tub din  Al x 25 g gel - 2 ani,OTC,M02AA15
DICLOFENAC TERAPIA 50 mg/g,DICLOFENACUM,GEL,50mg/g,TERAPIA S.A. - ROMANIA,Cutie cu 1 tub din  Al x 45 g gel - 2 ani,OTC,M02AA15
DICLOFENAC TIS 10 mg/g,DICLOFENACUM,GEL,10mg/g,TIS FARMACEUTIC S.A. -,Cutie cu 1 tub PEID x 50 g gel - 2 ani,OTC,M02AA15
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,,,
DICLOREUM,DICLOFENACUM,SPUMA CUT.,30mg/g,"ALFA WASSERMANN S.P.A. -
ITALIA","Cutie x 1 flac. presurizat din Al cu 46.5
g spuma cutanata - 2 ani",OTC,M02AA15
DICLOSAL 10 mg/g,DICLOFENACUM,CREMA,10mg/g,SLAVIA PHARM S.R.L. - ROMANIA,Cutie cu 1 tub Al x 30 g crema - 2 ani,OTC,M02AA15
DICLOSAL 10 mg/g,DICLOFENACUM,CREMA,10mg/g,SLAVIA PHARM S.R.L. - ROMANIA,Cutie cu 1 tub Al x 50 g crema - 2 ani,OTC,M02AA15
DICLOSAL 10mg/g,DICLOFENACUM,GEL,,SLAVIA PHARM S.R.L. - ROMANIA,Cutie cu 1 tub din Al x 25 g gel - 3 ani,OTC,M02AA15
DICLOSAL 10mg/g,DICLOFENACUM,GEL,,SLAVIA PHARM S.R.L. - ROMANIA,Cutie cu 1 tub din Al x 45 g gel - 3 ani,OTC,M02AA15
DICLOSAL 50 mg/g,DICLOFENACUM,GEL,50mg/g,SLAVIA PHARM S.R.L. - ROMANIA,Cutie cu 1 tub Al x 25 g gel - 3 ani,OTC,M02AA15
DICLOSAL 50 mg/g,DICLOFENACUM,GEL,50mg/g,SLAVIA PHARM S.R.L. - ROMANIA,Cutie cu 1 tub Al x 45 g gel - 3 ani,OTC,M02AA15
DICLOSIN 10mg/g,DICLOFENACUM,GEL,10mg/g,SINTOFARM SA - ROMANIA,Cutie x 1 tub din Al x 25 g - 2 ani,OTC,M02AA15
DICLOSIN 10mg/g,DICLOFENACUM,GEL,10mg/g,SINTOFARM SA - ROMANIA,Cutie x 1 tub din Al x 40 g - 2 ani,OTC,M02AA15
DICLOSIN 50mg/g,DICLOFENACUM,GEL,50mg/g,SINTOFARM SA - ROMANIA,Cutie x 1 tub din Al x 25 g - 2 ani,OTC,M02AA15
DICLOSIN 50mg/g,DICLOFENACUM,GEL,50mg/g,SINTOFARM SA - ROMANIA,Cutie x 1 tub din Al x 40 g - 2 ani,OTC,M02AA15
DIFLEX  50mg/g,DICLOFENACUM,GEL,5%,FITERMAN PHARMA S.R.L. - ROMANIA,"Cutie x 1 tub din Al. acoperit in interior
cu un lac epoxifenolic x 25 g gel - 2 ani",OTC,M02AA15
DIFLEX  50mg/g,DICLOFENACUM,GEL,5%,FITERMAN PHARMA S.R.L. - ROMANIA,"Cutie x 1 tub din Al. acoperit in interior
cu un lac epoxifenolic x 45 g gel - 2 ani",OTC,M02AA15
DIFLEX  50mg/g,DICLOFENACUM,GEL,5%,FITERMAN PHARMA S.R.L. - ROMANIA,"Cutie x 1 tub din Al. acoperit in interior cu un lac epoxifenolic x 100 g gel - 2
ani",OTC,M02AA15
DIFLEX  50mg/g,DICLOFENACUM,GEL,5%,FITERMAN PHARMA S.R.L. - ROMANIA,"Cutie x 1 tub laminat multistratificat. acoperit in interior strat din PEID x 45
g gel - 2 ani",OTC,M02AA15
DIFLEX  50mg/g,DICLOFENACUM,GEL,5%,FITERMAN PHARMA S.R.L. - ROMANIA,"Cutie x 1 tub laminat multistratificat. acoperit in interior strat din PEID x 100
g gel - 2 ani",OTC,M02AA15
DIFRAREL E,PLANTE,DRAJ.,50mg/50mg,LAB. LEURQUIN MEDIOLANUM - FRANTA,"Cutie x 1 blist. PVC/PVDC-Al x 12
drajeuri - 3 ani",OTC,C05CXN2
DIFRAREL E,PLANTE,DRAJ.,50mg/50mg,LAB. LEURQUIN MEDIOLANUM - FRANTA,"Cutie x 2 blist. PVC/PVDC-Al x 12
drajeuri - 3 ani",OTC,C05CXN2
DIFRAREL® 100,PLANTE,DRAJ.,100mg,"LAB. LEURQUIN MEDIOLAN -
FRANTA","Cutie x 2 blist. PVC-PVDC/Al x 10
draj. - 3 ani",OTC,C05CXN2
DIPIRIDAMOL ZENTIVA 25 mg,DIPYRIDAMOLUM,COMPR. FILM.,25mg,ZENTIVA S.A. - ROMANIA,"Cutie x 3 blist. Al/PVC x 10 compr.
film. - 2 ani",OTC,B01AC07
DRILL,COMBINATII,PASTILE,,"PIERRE FABRE MEDICAMENT -
FRANTA","Cutie x 2 blist. PVC-PVDC/Al x 12
pastile - 4 ani",OTC,R02AA05
DRILL FARA ZAHAR,COMBINATII,PASTILE,,"PIERRE FABRE MEDICAMENT -
FRANTA","Cutie x 2 blist. PVC-PVDC/Al x 12
pastile - 3 ani",OTC,R02AA05
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
"DRILL MIERE CU AROMA DE
TRANDAFIR",COMBINATII,PASTILE,,"PIERRE FABRE MEDICAMENT -
FRANTA","Cutie x 2 blist. PVC-PVDC/Al x 12
pastile - 3 ani",OTC,R02AA05
DULCOLAX 10 mg,BISACODYLUM,SUPOZ.,10mg,"BOEHRINGER INGELHEIM INTERNATIONAL GMBH -
GERMANIA",Cutie cu 1 folie termosudata Al-PE/PE-Al x 6 supoz. - 3 ani,OTC,C01AA05
DULCOLAX 5 mg,BISACODYLUM,DRAJ. GASTROREZ.,5mg,"BOEHRINGER INGELHEIM INTERNATIONAL GMBH -
GERMANIA",Cutie cu 3 blist. PVC-PVDC/Al x 10 draj. gastrorez. - 3 ani,OTC,A06AB02
DULCOPIC 7.5 mg/ml,NATRII PICOSULFAS,"PICATURI
ORALE. SOL.",7.5 mg/ml,"BOEHRINGER INGELHEIM INT.
GMBH - GERMANIA","Cutie x 1 flacon PEID transparent  x
15 ml pic. orale.sol. - 3 ani",OTC,A06AB08
DULSIFEB 24 mg/ml,PARACETAMOLUM,SOL. ORALA,24 mg/ml,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu 1 flac. din sticla cu capac prevazut cu sist. inchidere securizat pt. copii (PP/PEJD) + 1 seringa dozatoare cu piston din PEID si rezervor din PP x 60 ml sol. orala - 2
ani",OTC,N02BE01
DULSIFEB 24 mg/ml,PARACETAMOLUM,SOL. ORALA,24 mg/ml,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu 1 flac. din sticla cu capac prevazut cu sist. inchidere securizat pt. copii (PP/PEJD) + 1 seringa dozatoare cu piston din PEID si rezervor din PP x 100 ml sol. orala - 2
ani",OTC,N02BE01
DULSIFEB 24 mg/ml,PARACETAMOLUM,SOL. ORALA,24 mg/ml,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu 1 flac. din sticla cu capac prevazut cu sist. inchidere securizat pt. copii (PP/PEJD) + 1 seringa dozatoare cu piston din PEID si rezervor din PP x 120 ml sol. orala - 2
ani",OTC,N02BE01
DULSIFEB 24 mg/ml,PARACETAMOLUM,SOL. ORALA,24 mg/ml,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu 1 flac. din sticla cu capac prevazut cu sist. inchidere securizat pt. copii (PP/PEJD) + 1 seringa dozatoare cu piston din PEID si rezervor din PP x 150 ml sol. orala - 2
ani",OTC,N02BE01
DULSIFEB 24 mg/ml,PARACETAMOLUM,SOL. ORALA,24 mg/ml,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu 1 flac. din sticla cu capac prevazut cu sist. inchidere securizat pt. copii (PP/PEJD) + 1 seringa dozatoare cu piston din PEID si rezervor din PP x 200 ml sol. orala - 2
ani",OTC,N02BE01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din sticla cu capac prevazut cu sist. inchidere securizat pt. copii (PP/PEJD) + 1 seringa dozatoare cu piston din PEID si rezervor din PP x 300 ml sol. orala - 2
ani",OTC,N02BE01
DULSIFEB 250 mg,PARACETAMOLUM,COMPR. ORODISPERSABI LE,250mg,ACTAVIS GROUP PTC EHF. - ISLANDA,Cutie cu blist. PVC/PVDC/Al-PE-hartie x 10 compr. orodispersabile - 3 ani,OTC,N02BE01
DULSIFEB 250 mg,PARACETAMOLUM,COMPR. ORODISPERSABI LE,250mg,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu blist. PVC/PVDC/Al-PE-hartie
x 12 compr. orodispersabile - 3 ani",OTC,N02BE01
DULSIFEB 250 mg,PARACETAMOLUM,COMPR. ORODISPERSABI LE,250mg,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu blist. PVC/PVDC/Al-PE-hartie
x 16 compr. orodispersabile - 3 ani",OTC,N02BE01
DULSIFEB 250 mg,PARACETAMOLUM,COMPR. ORODISPERSABI LE,250mg,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu blist. PVC/PVDC/Al-PE-hartie
x 20 compr. orodispersabile - 3 ani",OTC,N02BE01
DULSIFEB 250 mg,PARACETAMOLUM,COMPR. ORODISPERSABI LE,250mg,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu blist. PVC/PVDC/Al-PE-hartie
x 30 compr. orodispersabile - 3 ani",OTC,N02BE01
DULSIFEB 250 mg,PARACETAMOLUM,COMPR. ORODISPERSABI LE,250mg,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu blist. PVC-Aclar/Al-PE-hartie
x 10 compr. orodispersabile - 3 ani",OTC,N02BE01
DULSIFEB 250 mg,PARACETAMOLUM,COMPR. ORODISPERSABI LE,250mg,ACTAVIS GROUP PTC EHF. - ISLANDA,"Cutie cu blist. PVC-Aclar/Al-PE-hartie
x 12 compr. orodispersabile - 3 ani",OTC,N02BE01
